Status,Home,Time,Age,Expenses,Income,Debt,Amount,Price
1,2,60,34,45,0,0,1350,1423
2,2,60,20,35,150,2000,1500,1599
1,1,60,34,65,199,0,1550,2100
1,5,24,45,35,96,0,300,600
1,1,24,28,80,198,0,100,560
1,2,60,27,45,21,0,1050,1064
1,2,60,63,60,70,0,700,925
2,5,60,23,35,50,0,1200,1830
1,2,60,26,35,121,3055,1400,1581
2,1,60,41,41,58,0,1000,1189
2,5,48,27,35,93,0,550,818
1,2,36,53,35,100,0,475,550
1,5,36,37,75,130,0,800,1479
1,2,48,50,75,0,0,900,1073
2,6,36,30,35,55,0,950,1316
1,2,48,45,35,110,0,1200,1642
2,1,24,36,60,0,0,240,240
1,2,60,39,45,95,0,1000,1058
1,1,60,44,75,0,0,1800,1888
1,2,36,47,60,35,0,1200,1974
1,1,48,55,51,156,0,1000,1643
2,5,60,35,35,105,0,800,1084
2,1,36,32,51,58,0,500,615
1,2,24,40,60,0,0,500,1490
2,6,48,23,35,147,0,1000,1843
2,2,60,38,75,77,5000,1805,1805
1,2,60,47,60,66,0,600,1625
1,1,48,33,73,125,0,944,1054
1,2,60,33,45,150,0,1500,2738
1,5,36,22,35,105,0,750,1092
1,2,24,64,75,500,3500,800,1081
1,5,48,46,35,125,0,1000,1284
1,5,18,23,35,50,0,250,1139
1,2,60,30,45,95,1250,1300,1665
1,1,48,37,53,181,0,1050,1317
1,2,60,45,35,140,0,1000,1200
1,5,48,26,35,75,0,850,1400
1,5,60,34,75,182,0,1500,1889
1,5,30,27,35,117,0,600,1293
1,3,60,26,35,217,0,750,1546
1,2,12,61,35,58,0,500,1342
1,2,36,34,60,180,0,400,1084
1,5,24,23,45,110,0,900,931
2,2,48,40,35,87,0,600,1258
1,5,42,21,35,75,0,900,1141
1,6,60,37,60,198,0,1000,1000
1,2,60,40,60,233,2640,1400,2038
1,2,30,30,45,126,0,500,1661
2,5,60,49,105,43,0,1200,1451
1,2,60,61,45,154,0,1350,1650
1,2,48,29,45,160,0,1000,1226
1,5,24,21,35,160,0,900,1681
2,2,60,40,45,70,0,1388,1388
1,1,60,41,72,120,700,1600,1776
1,2,36,30,45,80,3000,1000,1734
1,1,36,39,54,90,0,600,875
2,5,36,24,35,120,0,250,750
1,2,60,46,60,190,0,1500,2755
1,2,36,34,60,130,0,650,1601
1,2,60,28,35,111,0,1600,1707
1,1,60,43,88,280,0,850,863
1,1,60,31,46,110,0,850,880
2,1,36,28,60,0,0,900,1200
1,2,60,54,60,150,0,1000,1388
2,3,48,37,60,150,0,1200,1350
1,2,36,47,35,85,0,500,700
2,2,36,36,60,200,0,1100,1250
1,6,48,24,45,88,0,1200,1302
2,6,60,22,35,58,0,1450,1600
2,6,48,37,60,98,0,950,1365
1,2,60,45,90,198,0,900,1541
1,2,60,39,60,171,0,3000,3569
1,5,36,37,35,150,0,1000,2484
2,6,60,23,35,0,0,1000,1084
1,2,6,52,60,0,0,550,2136
1,3,48,31,60,122,0,1400,1732
1,2,60,31,60,306,0,1000,2095
1,3,60,48,45,200,500,1300,1309
1,2,60,28,60,107,2500,950,1610
1,5,24,29,35,147,0,650,1370
2,2,60,44,35,100,360,1050,1606
1,2,60,31,35,172,0,850,1934
1,2,6,30,35,300,0,750,1436
1,2,36,40,35,109,3300,900,1073
1,2,48,28,35,345,0,830,1152
2,2,60,37,35,92,0,1500,1635
2,5,60,35,35,410,0,2000,2228
1,5,60,21,35,70,0,1400,1550
1,5,42,27,35,107,0,400,1418
1,2,36,32,45,115,0,800,1280
1,6,60,20,35,165,0,1000,1275
1,5,60,19,75,200,0,1800,2091
1,2,24,52,35,180,0,580,1380
2,2,36,55,35,87,0,1150,2000
1,6,60,34,75,154,0,1600,1778
1,2,36,53,35,0,2000,600,787
2,5,24,21,35,60,0,900,1486
2,2,24,32,45,182,200,175,175
2,2,60,26,35,0,4800,1600,1911
1,2,60,50,35,0,0,700,985
1,6,36,32,35,0,0,1000,1172
1,2,18,26,35,85,2600,600,1290
1,1,36,33,47,115,0,645,895
1,6,36,46,60,0,0,660,1212
1,2,18,37,60,215,0,600,1661
1,2,60,48,45,273,0,2000,2529
1,5,36,26,45,0,0,1000,1500
1,5,60,22,35,110,0,1500,2098
2,6,36,41,35,0,0,1000,1600
2,1,36,61,41,57,0,2500,3559
1,5,48,24,35,163,0,1000,1260
1,5,24,24,35,120,0,500,650
2,5,60,26,35,52,0,1050,1372
1,1,36,22,59,136,0,450,2050
2,2,36,36,90,82,0,1300,1500
1,1,48,45,47,124,0,1600,1895
1,5,12,43,105,265,0,500,1114
1,5,24,35,35,189,0,800,1828
2,2,60,35,45,0,3000,2000,2477
1,5,36,28,45,230,0,1700,2300
2,2,60,32,60,260,450,1800,2400
1,3,36,66,35,111,0,800,1251
1,6,48,33,45,125,0,1000,1587
1,5,36,25,35,440,0,550,1546
2,2,60,40,60,200,0,1700,2000
1,1,48,42,100,245,0,1450,1489
2,2,60,42,105,88,108,1000,1025
2,2,60,35,60,92,1600,875,875
2,1,60,30,84,92,0,750,900
1,2,60,39,60,130,0,1400,1471
1,5,60,27,35,150,0,1350,1750
1,2,60,44,45,112,0,1450,1625
1,2,60,40,60,134,0,1200,1291
2,2,60,32,60,101,2500,1600,1850
1,2,60,29,35,143,0,1400,1668
2,3,72,29,45,92,850,1450,1516
2,6,36,40,75,150,0,800,800
1,1,48,41,61,162,0,900,1178
2,2,48,34,60,45,0,1000,1476
1,2,24,37,35,100,0,800,1494
1,2,48,42,60,118,0,900,1350
1,5,36,22,35,72,0,650,950
1,5,12,27,35,129,0,400,1777
1,5,36,29,35,110,0,800,1428
1,2,36,58,35,80,0,750,1150
1,2,36,34,60,97,96,600,1253
1,2,60,43,45,103,0,950,1206
2,2,36,42,75,0,0,2500,3058
2,2,60,31,45,96,0,960,1031
2,3,48,55,60,94,840,900,1050
1,5,6,28,35,93,0,600,1827
1,5,60,24,35,148,0,1150,1275
1,2,60,44,75,274,0,1600,2070
1,5,60,59,35,140,0,650,730
1,1,48,44,43,77,0,550,1499
1,5,36,27,35,91,0,1000,1866
2,1,36,34,44,85,0,325,375
2,2,60,50,35,175,0,1143,1143
1,4,24,37,75,466,800,1678,1678
1,2,48,42,45,150,3000,1500,2163
2,5,48,22,35,52,0,1200,1442
1,1,36,35,52,72,0,350,899
1,2,36,37,60,0,0,400,750
1,2,36,50,45,139,0,715,1683
1,5,60,32,35,105,0,1400,1780
1,2,60,58,45,93,0,1500,2090
1,2,48,48,75,642,0,1000,1484
1,2,60,56,45,155,0,1250,1392
1,2,60,53,35,120,0,1250,1401
1,1,36,45,61,155,0,1000,1500
1,2,48,37,35,165,1000,1300,2500
1,5,24,23,35,150,0,500,1175
2,1,60,29,56,105,0,1350,1396
1,5,60,20,35,65,0,1000,1479
2,2,12,27,45,86,0,1000,1600
2,1,60,34,45,0,0,1000,1625
1,1,48,39,51,163,0,880,1345
1,6,60,32,35,0,0,1000,1731
1,2,6,52,35,122,0,250,1500
2,1,36,34,73,126,0,1000,1250
2,2,36,28,35,100,0,1000,1851
2,6,36,37,60,27,0,850,1000
1,2,36,45,75,167,2300,400,800
2,1,48,33,65,45,0,1300,1695
1,2,36,53,35,136,0,350,1389
1,2,48,39,45,150,0,1300,1392
1,2,18,38,45,0,90,300,400
1,2,24,29,45,130,0,400,899
1,2,60,36,45,218,2500,1600,2478
1,2,48,57,60,230,1781,600,887
2,2,60,24,35,104,2500,1350,1425
1,2,36,36,45,103,0,325,1626
1,1,48,23,47,118,0,1500,1643
2,1,36,36,84,240,0,1050,1342
1,6,36,52,35,120,0,600,1418
1,3,60,54,45,80,0,1300,1534
1,1,36,45,45,99,0,350,555
1,2,36,53,45,254,0,350,575
1,2,60,27,35,167,0,1000,1537
1,1,60,47,72,120,0,1150,1428
1,2,36,44,75,108,0,1606,2605
1,2,36,56,60,152,0,1000,2950
1,3,12,41,75,111,0,1200,2130
1,2,60,59,45,228,0,1150,1150
1,2,48,48,60,107,0,850,1801
1,1,60,56,55,101,0,790,1106
1,5,36,27,35,105,0,500,800
2,5,48,36,60,150,0,1000,1148
1,2,60,49,60,125,0,1000,1297
1,1,24,53,69,240,0,1000,2200
1,2,48,53,35,110,0,1000,1674
1,2,60,38,35,122,0,1000,1182
1,1,60,50,50,152,0,1400,1637
1,5,48,21,35,60,0,600,1320
2,1,60,41,44,90,0,1800,2213
1,2,24,46,35,40,0,1000,1895
1,2,60,54,60,186,0,1600,2257
1,2,36,48,60,131,0,1000,2188
1,5,24,26,45,153,0,500,1505
1,3,36,33,45,0,0,600,1124
1,3,48,37,60,100,0,1200,1995
1,2,60,37,35,128,0,800,1560
1,2,60,37,35,128,0,800,1560
2,3,60,43,45,109,0,1050,1530
1,2,60,33,60,198,3500,700,760
2,1,48,28,54,190,0,800,1157
1,2,24,49,35,73,0,400,500
2,5,24,28,35,0,0,400,640
1,2,60,32,35,0,3300,1550,1612
1,2,36,51,75,160,0,900,1221
1,2,60,28,60,122,1000,800,1484
1,2,36,30,35,0,0,1100,1850
1,2,48,51,45,130,0,1400,1700
1,3,60,45,60,169,300,1250,1565
1,5,24,40,35,150,600,500,1672
1,1,60,29,59,142,0,700,1344
1,3,36,32,75,101,0,1400,1444
2,5,36,24,35,65,0,895,895
1,2,60,30,35,285,0,850,1251
1,3,48,42,90,151,6300,1000,1650
2,1,48,49,52,72,0,500,950
2,1,60,34,43,80,0,1500,2218
2,2,36,29,35,71,0,950,1300
2,2,48,50,60,0,0,4000,6146
2,2,48,26,35,135,0,200,1871
1,2,48,48,35,202,0,800,1800
1,2,36,50,35,0,0,1250,1423
2,2,36,21,35,25,4000,1000,1200
1,2,36,63,35,110,0,1000,1675
1,2,60,32,45,103,0,1100,1293
1,2,60,51,60,216,0,1000,1200
1,5,60,25,35,75,0,1200,1300
2,6,60,32,35,114,500,1150,1661
1,2,60,28,35,198,900,1000,1850
1,1,48,32,87,270,0,1000,1640
1,2,12,45,75,200,0,600,1130
1,5,24,21,35,64,0,700,1250
1,2,24,35,60,90,0,200,1147
1,2,60,27,35,132,1400,1400,1428
1,2,60,26,35,70,0,1050,1273
1,5,48,21,35,164,0,1400,1503
1,2,24,40,60,0,0,680,1682
1,5,48,37,45,179,0,1000,1530
1,2,60,35,45,0,0,1500,1850
1,3,60,58,35,164,1000,1500,2000
2,2,60,50,35,25,2520,880,951
1,5,24,25,35,111,0,750,1125
1,2,60,43,45,123,0,1600,1805
1,1,60,52,83,384,3000,900,1633
1,5,60,41,75,217,0,1230,1238
1,2,30,54,45,234,0,1250,2166
1,2,36,50,60,0,3000,2300,3295
1,2,60,61,35,113,0,1300,1726
1,6,48,47,45,182,0,1200,1431
1,5,48,30,35,126,0,850,1075
1,5,24,20,35,170,0,500,1624
1,2,48,57,45,184,0,1000,1500
2,2,60,43,75,147,2000,750,1256
1,2,36,43,60,200,0,1370,1717
1,2,60,29,45,42,4800,1500,2519
2,1,60,38,67,69,0,1200,1497
1,1,36,25,44,93,0,800,1212
2,2,36,27,45,0,1500,600,780
1,6,48,20,35,245,0,1126,1631
2,1,36,44,54,88,0,500,650
2,2,60,44,35,150,400,2000,2190
1,5,12,22,35,42,0,200,748
1,2,48,29,45,176,0,1400,2475
1,1,24,42,41,64,0,200,400
1,3,12,31,35,0,0,1700,2963
1,3,60,30,35,55,5500,2000,2552
2,2,24,22,35,97,0,1000,1000
1,2,60,54,45,230,0,1200,1415
1,2,12,60,60,125,0,400,1361
2,1,48,43,44,92,0,1300,1653
1,1,60,31,44,87,0,1200,1364
1,2,60,28,35,126,0,1350,1381
1,5,36,29,35,134,0,300,425
1,2,36,49,60,0,0,2220,2220
1,5,60,23,35,85,0,948,1148
1,2,36,40,45,203,4000,900,1674
1,5,18,25,35,47,0,400,1367
1,1,48,46,98,230,0,650,900
1,2,24,50,45,102,0,1000,2445
2,5,60,26,35,0,0,2400,2599
2,3,24,47,60,116,1500,800,1000
1,2,60,38,60,352,0,1300,1850
1,1,60,36,52,170,0,1300,1400
1,2,60,35,45,92,0,950,1250
2,3,48,49,60,112,1000,900,960
2,1,60,40,104,138,300,1700,1879
1,5,12,41,35,0,0,900,1925
1,5,36,34,35,90,0,500,1014
2,3,36,53,105,84,500,700,890
2,1,36,27,42,72,0,700,925
2,5,36,23,35,200,0,1100,2095
2,6,60,27,60,0,0,1400,1453
2,2,48,49,35,136,1600,900,1178
1,2,60,24,35,125,0,1000,1174
1,2,36,49,35,78,2000,1000,1200
1,6,60,23,35,140,0,1400,1581
2,5,60,29,35,0,0,1000,1183
1,1,48,23,65,197,0,400,2305
1,2,48,44,35,122,0,900,1500
2,3,60,39,35,85,0,1270,1405
1,2,60,27,35,87,0,1000,1034
2,2,18,38,60,93,0,950,1350
1,5,36,50,35,86,0,700,1473
2,3,48,63,35,0,0,500,1400
1,6,30,21,35,53,0,1000,1525
1,2,48,53,45,0,0,1600,2120
1,5,36,28,35,91,0,1000,2050
1,2,60,48,45,105,0,250,1092
1,6,60,50,35,147,0,1080,1152
2,5,36,26,35,335,0,600,700
2,5,48,28,35,173,0,1600,1630
1,1,60,24,60,147,0,1050,1351
1,2,60,28,75,260,0,1400,1852
2,1,36,24,55,100,0,650,725
1,2,48,35,45,264,1700,1000,1560
1,2,24,49,45,132,0,850,1338
1,5,60,23,35,53,0,1150,1409
1,2,60,51,35,123,0,1800,2208
1,3,60,45,45,292,0,950,997
2,1,60,55,45,100,0,1400,1530
1,2,60,64,35,135,0,650,660
1,2,60,42,35,90,1500,1200,1438
2,4,12,32,45,60,0,1000,1800
1,2,48,60,35,152,0,1050,1550
1,2,24,42,60,145,0,1000,1622
1,5,60,23,35,80,0,1570,1671
1,2,48,53,35,110,0,1500,1683
1,5,36,30,35,172,0,1100,1505
1,6,24,33,60,115,0,400,1600
1,2,36,37,75,190,0,1000,2105
1,2,60,26,35,56,0,1100,1151
1,2,48,45,90,298,3500,500,1111
1,2,60,28,35,72,0,1150,2100
2,1,12,23,43,80,0,200,1200
1,2,36,59,35,0,3000,500,1571
1,2,60,22,45,233,0,850,1014
1,5,60,33,60,355,0,1900,2150
1,5,48,25,35,32,0,700,1114
2,5,60,22,35,49,0,1250,1316
1,2,36,25,35,185,0,1600,2202
1,1,60,28,47,115,0,1000,1015
1,5,60,21,35,73,0,800,899
2,2,48,42,60,119,0,800,800
2,3,60,35,45,219,0,1000,1232
1,2,48,44,60,105,0,500,1745
2,1,60,58,35,0,0,1700,2136
1,1,60,23,48,134,0,1000,1064
2,2,60,41,45,40,80,800,825
1,6,60,27,35,184,700,1400,1640
1,5,60,20,35,90,0,1370,1499
2,1,60,22,47,119,0,1040,1200
1,3,60,21,35,170,0,1000,1522
1,3,60,55,45,118,0,1300,1661
1,5,12,24,35,85,0,240,240
1,5,36,23,35,95,0,1000,1639
1,1,48,33,58,133,0,1500,1784
1,5,30,30,35,81,0,600,775
1,3,60,35,35,190,2000,700,782
1,2,60,54,60,191,0,600,1400
1,6,24,46,45,70,0,390,590
1,1,48,53,48,127,0,500,1000
2,1,60,58,60,0,0,900,2906
1,2,60,41,60,142,0,1889,1889
1,2,60,41,35,125,0,1000,1040
1,1,48,26,53,178,0,1200,2279
1,2,48,49,60,240,0,1750,2047
1,2,36,23,45,125,1500,650,1158
1,1,54,29,43,80,0,1000,1241
2,2,48,53,45,200,3500,1650,2000
1,5,12,21,35,0,0,800,1428
1,2,36,25,35,70,750,650,700
2,1,60,38,60,0,0,2200,2387
1,2,36,47,35,110,1600,1400,1883
1,2,60,26,35,132,2400,650,900
1,3,36,41,45,168,4000,250,500
1,5,36,38,60,0,0,1500,1650
2,3,24,41,90,19,0,800,1900
1,1,24,36,70,100,0,700,2995
1,6,36,31,45,130,0,600,1135
2,3,48,44,60,95,0,1250,1250
1,5,60,23,45,70,0,1000,1330
1,1,36,45,83,383,0,800,4300
2,2,48,35,45,63,350,1000,1580
1,5,48,20,35,215,0,1100,1100
1,5,60,26,35,104,2000,1048,1048
1,5,48,27,45,164,0,1100,1464
1,2,30,55,75,0,0,1100,1930
1,5,48,19,35,53,0,1250,1310
1,2,12,34,60,0,0,400,600
1,1,60,29,59,142,0,1250,1267
1,2,60,51,45,182,0,1500,1500
1,1,60,23,54,92,0,1450,1626
1,3,60,31,60,100,800,1000,1323
2,1,60,36,47,121,0,900,1423
1,6,60,20,45,130,0,1250,1404
2,3,60,30,35,123,0,1600,1600
2,2,60,62,60,78,0,1130,1130
1,6,36,27,35,41,0,200,795
1,5,48,27,35,113,0,990,995
1,3,60,35,45,160,1200,900,1612
1,2,48,50,35,86,0,900,1221
1,5,60,31,35,100,0,1500,1500
2,6,36,19,35,100,0,650,650
2,5,60,38,60,92,0,1000,1025
2,2,48,63,35,0,0,4000,4769
1,3,60,27,45,194,1000,700,1083
1,2,36,23,45,135,0,1250,1400
2,5,60,25,35,65,0,1500,1892
1,5,60,30,45,189,0,2000,2312
1,2,48,57,45,200,0,1300,2700
1,2,36,40,35,158,0,700,850
1,2,24,48,35,97,0,225,525
1,5,60,26,35,180,0,1300,1512
1,2,24,39,60,180,0,590,1793
2,2,60,34,45,119,0,2000,2221
1,3,48,51,45,130,500,500,964
1,2,48,47,105,139,0,750,940
1,2,24,29,35,117,0,500,1875
2,2,60,38,60,145,2400,1200,1383
1,3,48,38,60,57,0,900,1246
1,1,60,57,56,210,0,1350,1520
1,1,48,31,90,296,0,1450,2255
1,2,60,48,45,150,0,1150,1579
1,3,60,40,60,100,540,970,1270
1,5,48,46,35,205,0,800,1450
1,2,24,60,75,93,0,400,1138
1,1,36,33,68,84,0,400,470
2,5,36,22,35,77,0,800,875
1,2,18,32,60,140,240,250,542
1,1,36,30,49,141,0,700,850
1,3,24,42,60,86,0,250,857
1,2,48,23,35,125,1600,1000,1259
1,1,12,41,35,0,0,200,850
1,2,60,33,60,93,0,1190,1190
2,1,36,32,64,42,0,1300,1450
1,5,60,39,45,0,0,1300,1796
1,5,12,23,35,100,0,475,1080
1,1,60,31,66,211,0,1950,2276
2,3,18,28,45,68,0,200,400
1,2,60,47,35,240,0,1795,1795
1,2,36,45,60,112,0,700,1360
1,2,30,52,45,85,0,250,1287
1,2,48,31,45,122,0,1000,1541
1,1,60,35,60,250,0,1650,1673
1,1,48,54,168,325,0,860,1059
1,5,48,26,35,55,0,750,768
2,3,18,45,35,47,350,375,475
1,5,60,24,35,120,0,900,1249
1,2,48,25,35,0,0,500,1678
1,2,36,42,75,39,0,800,1150
2,2,42,41,60,0,0,2000,2516
1,2,48,24,35,150,3130,1000,1404
2,1,48,43,45,0,0,1200,1518
1,1,36,31,46,109,0,400,750
2,3,60,41,45,77,0,1300,1673
2,1,36,39,52,65,0,500,700
1,1,36,30,74,140,0,850,862
2,3,60,34,35,107,2500,1000,1189
1,3,60,23,35,181,0,1400,1643
2,2,60,33,45,77,0,1000,1197
1,2,48,51,60,241,51,900,1100
1,2,36,53,45,350,0,1000,2475
1,5,24,27,45,149,0,850,1340
1,5,36,30,60,203,0,600,1549
1,2,60,25,35,158,4380,1400,1423
2,2,60,26,75,90,2880,2000,2200
1,2,60,28,60,150,270,1000,1119
1,1,60,49,54,93,0,450,1298
1,1,60,31,60,0,0,1300,1572
1,2,24,47,35,95,0,800,2333
1,2,60,38,35,218,0,1500,1785
1,2,36,45,60,214,0,1400,1500
1,1,48,29,42,70,0,1100,2111
1,6,24,43,45,125,0,400,1100
1,2,60,29,45,110,900,1300,1595
1,1,60,40,89,140,0,1250,1250
2,5,48,28,35,79,0,1400,1958
1,2,24,40,60,123,0,1000,2348
1,1,60,39,87,120,0,1400,1526
2,5,60,40,45,100,0,1385,1385
1,2,12,46,35,85,0,1000,1862
1,5,48,30,35,75,0,1000,1300
2,2,60,32,45,77,0,1750,2200
2,2,36,31,60,0,0,700,1100
1,1,60,31,41,55,0,1350,1428
1,5,60,32,75,60,0,1100,1347
1,2,48,33,45,173,3000,300,1107
1,2,60,47,45,0,0,1500,1661
2,6,48,56,45,105,0,1900,2150
1,6,60,33,75,95,0,1200,1820
1,2,36,36,45,75,0,800,800
2,1,48,23,51,158,0,1300,1700
1,5,36,39,60,346,0,1900,2440
2,1,60,36,66,61,0,1100,1243
2,2,24,59,35,0,0,900,1059
2,1,36,46,82,72,0,850,1418
1,2,24,31,35,207,0,550,650
1,5,60,30,60,195,0,1800,2400
1,2,60,53,35,0,500,1200,1550
2,2,60,32,60,105,3700,1200,1204
1,5,48,23,35,103,0,820,1323
1,5,48,24,35,75,0,1050,1429
2,1,24,32,35,0,0,1700,2800
1,2,36,42,90,97,0,500,1536
1,1,60,43,49,135,0,1200,1650
1,2,36,47,60,80,0,350,385
2,1,60,25,72,121,0,2000,2200
1,2,36,53,35,71,0,800,1615
1,2,36,37,60,125,0,450,1490
1,2,36,59,35,170,0,700,844
2,2,48,39,75,0,0,1000,1177
1,2,60,36,60,190,1200,1575,1611
1,2,60,45,75,475,0,1300,2300
1,6,60,22,35,89,0,1400,1666
1,5,60,25,35,140,0,2000,2100
2,1,60,34,80,200,0,1200,1800
2,1,36,23,44,88,0,450,495
1,5,36,26,35,0,0,1300,1500
2,1,48,58,108,180,8000,1000,1668
1,2,48,53,60,83,0,1200,1797
1,3,48,51,60,110,400,1000,1398
2,5,60,23,35,100,0,1600,1642
1,5,24,33,35,125,0,750,1139
1,3,48,45,45,159,0,1200,1425
1,1,60,58,46,105,0,1000,1211
1,2,60,38,35,140,0,350,1355
1,2,36,59,75,120,0,250,850
1,3,60,56,35,100,200,1220,1400
1,2,48,50,60,142,0,650,1177
2,2,36,45,45,314,0,2800,2960
1,1,60,25,41,64,0,1450,1537
1,2,36,47,60,0,0,800,1701
2,2,60,47,60,50,0,1300,1841
1,2,60,39,60,120,870,900,1580
1,2,60,59,45,250,0,1000,1098
2,5,60,35,75,130,0,1450,1480
1,2,36,37,45,142,300,370,870
2,1,36,23,54,88,0,600,750
1,2,30,37,60,121,0,650,1708
2,5,48,28,35,65,0,800,1800
1,2,60,31,35,80,900,1100,1320
2,2,48,38,45,125,0,1285,1311
1,2,24,53,60,245,0,2400,4400
2,1,60,34,100,247,0,1700,2278
2,5,48,54,60,80,0,1100,1423
1,2,60,31,35,183,2200,1300,1349
1,1,60,52,61,163,900,1650,1683
2,5,24,35,35,60,0,800,1560
2,3,36,24,60,169,0,690,790
2,2,42,32,60,96,800,1700,2349
2,2,48,24,45,59,1600,500,500
2,2,60,45,60,0,0,1370,1403
1,5,36,26,35,119,0,1000,2193
2,5,36,30,35,0,0,2000,2600
1,5,24,28,35,102,0,250,1150
1,1,36,61,42,72,0,325,450
1,1,36,30,48,127,0,650,900
1,5,36,28,35,51,0,325,525
1,1,42,52,58,130,0,1000,1777
1,5,60,26,35,83,0,1050,1156
1,2,60,54,35,100,0,1600,2500
1,2,24,36,45,115,0,600,1642
1,2,36,56,35,160,0,550,685
1,5,48,38,35,98,0,500,580
1,1,36,26,47,120,0,1250,1657
2,5,48,33,35,82,0,1050,1332
1,2,60,46,90,115,350,1200,1222
1,3,60,26,45,137,0,1350,1471
2,5,48,25,35,48,0,900,912
1,2,18,47,60,0,0,1800,3300
2,5,48,23,35,72,0,1078,1079
1,2,24,40,35,143,0,3000,6468
1,5,60,31,35,107,0,1250,1499
1,2,36,28,35,180,0,375,1139
1,5,36,28,35,65,0,600,1446
2,5,48,34,35,0,0,2370,2540
1,5,60,24,35,103,0,1070,1405
2,2,60,27,35,120,0,975,1140
1,3,18,27,45,60,0,750,1050
1,5,60,30,35,80,0,1200,1371
1,2,60,42,35,87,0,1400,1725
1,2,24,40,60,0,0,500,2260
1,2,60,42,60,143,0,850,1059
2,1,36,29,58,125,0,1100,1350
1,2,60,37,35,70,0,1300,1675
1,2,60,35,75,290,0,775,951
1,2,36,30,45,350,0,800,1800
2,2,24,56,45,151,0,800,1300
1,2,60,36,60,139,0,1200,1343
1,2,60,48,45,178,700,800,1150
1,5,48,28,35,0,0,720,1321
2,2,36,54,35,352,0,750,1061
1,1,60,48,77,24,0,1700,1803
2,5,48,40,35,80,0,1100,1144
2,1,36,31,45,102,0,350,750
1,5,60,31,35,175,0,700,1350
1,2,60,30,60,140,0,1500,1505
1,2,48,39,60,114,0,1300,1926
1,5,18,21,35,176,0,1200,2150
1,5,36,19,35,73,0,1000,1200
2,2,60,34,60,233,2000,1980,2126
2,2,48,39,60,0,0,1300,3626
2,2,60,26,35,73,2000,1700,1900
1,2,24,51,60,0,300,3000,6900
1,1,48,31,47,120,0,900,1492
1,5,48,23,35,82,0,1550,1630
1,2,60,23,45,75,0,1070,1209
1,2,24,51,35,250,0,450,1902
2,5,36,24,35,50,0,1750,1850
1,6,36,41,45,195,0,525,600
1,2,36,32,60,0,12,1600,1600
1,5,24,21,35,90,0,900,1307
1,2,48,37,45,178,9500,2400,3120
2,5,48,30,35,274,0,2000,2354
1,2,48,51,45,85,0,600,1298
2,1,24,39,55,195,0,400,435
2,5,36,23,35,70,0,1050,1410
2,2,60,53,35,0,0,1900,2362
1,5,60,31,35,150,0,1300,1400
1,1,36,27,46,108,0,475,550
1,2,60,56,45,150,0,1000,1798
1,2,48,40,75,335,0,1800,2208
1,1,60,24,50,151,0,900,1155
1,1,36,61,56,109,0,400,425
2,6,60,22,60,125,0,1100,1281
2,1,48,55,51,160,0,1100,1100
1,5,24,28,35,82,0,400,800
1,1,60,52,55,199,0,1250,1262
2,1,60,32,46,111,0,1200,1373
1,2,48,44,60,310,600,1700,2700
2,1,48,31,45,0,0,1300,1300
1,5,60,27,35,57,0,600,1537
2,4,36,38,60,95,0,1000,1647
1,2,60,34,35,103,2000,1200,1410
1,1,48,40,57,120,0,1000,1500
1,5,36,26,35,65,0,500,1715
2,1,36,44,54,90,0,1500,2100
2,1,48,46,72,116,0,860,965
2,2,60,32,60,75,1500,1400,1732
1,2,12,30,60,93,2235,500,1550
2,2,24,49,35,90,0,265,300
1,5,48,24,35,64,0,1500,1734
1,5,60,35,35,190,0,1400,1561
1,1,60,30,55,95,0,850,1015
1,2,48,29,35,76,1500,800,1500
2,2,60,27,35,74,2500,1550,1555
1,6,60,27,35,78,0,1500,1878
1,2,48,41,45,108,0,1150,1235
1,2,60,47,90,212,0,1150,1669
2,6,60,29,35,128,0,1100,1350
1,6,60,43,60,155,0,1650,2270
1,2,12,54,75,83,0,600,1468
1,2,60,34,45,100,0,1300,1300
1,1,48,33,78,179,0,1150,1661
1,2,36,58,35,85,0,1000,1510
2,6,60,33,35,96,0,700,1640
1,2,48,59,35,33,0,850,900
1,2,60,64,35,101,0,820,1205
1,2,36,66,35,178,0,330,837
1,2,60,35,35,85,900,1500,1810
1,5,48,31,35,47,0,1000,1389
1,1,48,23,44,88,0,1000,1529
2,1,48,22,51,156,0,1500,1564
1,5,60,21,35,45,0,400,904
1,2,36,25,45,121,1751,225,375
1,2,60,27,35,295,0,1950,2208
1,2,60,40,75,120,2000,400,1309
2,1,60,38,79,188,1500,1350,1624
1,1,36,31,73,131,0,200,200
1,2,48,45,45,181,270,900,1522
1,5,60,30,60,72,0,200,1083
1,2,36,39,60,150,0,1350,1758
1,5,48,31,35,100,0,800,1084
2,2,60,59,35,131,0,1150,1157
2,2,60,27,45,62,4500,1650,2060
1,2,48,22,35,125,0,600,1087
1,5,36,21,35,62,0,250,375
1,2,12,58,75,158,0,400,973
1,2,36,41,45,270,0,900,910
2,3,60,38,60,150,0,1000,1270
2,2,36,32,60,149,3000,950,950
1,2,12,40,60,225,0,400,1721
1,2,60,32,35,138,0,1600,2131
1,2,24,41,60,100,0,700,1480
1,1,36,31,90,153,0,175,675
1,1,12,46,59,141,0,200,600
1,2,48,46,90,170,0,1000,1125
2,5,36,22,35,59,0,880,940
2,1,36,28,42,67,0,150,898
1,3,48,31,45,65,900,300,925
1,5,36,34,60,400,0,900,1316
